Title,Year,TMDb ID,TMDb Rating,Overview,IMDb ID,IMDb Rating,Runtime (min),Genre
Candy Land,2023,826753,6.015,"Remy, a seemingly naive and devout young woman, finds herself cast out from her religious cult. With no place to turn, she immerses herself into the underground world of truck stop sex workers. Under the watchful eye of their matriarch and an enigmatic local lawman, Remy navigates between her strained belief system and the code to find her true calling in life.",tt13857556,5.3,93.0,"Horror, Thriller"
Hunted,2021,660335,6.188,A woman flees two serial killers who are hot on her heels in a forest.,tt10011228,5.3,87.0,"Action, Horror, Thriller"
The Cellar,2022,758724,6.5,"When Keira Woods' daughter mysteriously vanishes in the cellar of their new house in the country, she soon discovers there is an ancient and powerful entity controlling their home that she will have to face or risk losing her family's souls forever.",tt14550642,5.3,94.0,"Horror, Mystery"
The Retaliators,2022,770684,5.949,An upstanding pastor uncovers a dark and twisted underworld as he searches for answers surrounding his daughter's brutal murder.,tt11261830,5.3,95.0,"Horror, Thriller"
Aftermath,2021,763149,6.196,"Desperate to save their marriage, a young couple takes a deal to move into their dream home, but disturbing events reveal the house's troubled history.",tt10691162,5.3,114.0,"Drama, Horror, Mystery"
The New Mutants,2020,340102,6.098,"Five young mutants, just discovering their abilities while held in a secret facility against their will, fight to escape their past sins and save themselves.",tt4682266,5.3,94.0,"Action, Horror, Mystery"
Paranormal Activity: Next of Kin,2021,609972,6.103,Margot is a documentary filmmaker looking to meet her long-lost mother and extended family in a secluded Amish community. She and her film crew soon realize the family that welcomes them into their home might be hiding a sinister secret.,tt10515988,5.3,98.0,"Horror, Mystery, Thriller"
Hubie Halloween,2020,617505,5.92,"Hubie Dubois, despite his devotion to his hometown of Salem, Massachusetts (and its legendary Halloween celebration), is a figure of mockery for kids and adults alike. But this year, something really is going bump in the night, and it’s up to Hubie to save Halloween.",tt10682266,5.3,103.0,"Comedy, Horror, Mystery"
Turno nocturno,2024,1208808,6.234,"A young nurse with a domestic abuse past starts working the night shift at a small hospital, where, during the night, the ghost of a nurse materializes.",tt13657394,5.3,107.0,Horror
Frank and Penelope,2022,899294,7.316,A tale of love and violence when a man on his emotional last legs finds a savior seductively dancing in a run-down strip club. And a life most certainly headed off a cliff suddenly becomes redirected - as everything is now worth dying for.,tt4459134,5.3,112.0,"Horror, Thriller"
The Girl Who Got Away,2021,855228,6.1,"A female serial killer who killed four young girls is sent away to prison, but a fifth victim escaped with her life. Twenty years later, the killer escapes and begins hunting for the one who got away.",tt11859012,5.3,116.0,"Horror, Thriller"
The Offering,2022,955991,6.009,"In the wake of a young Jewish girl’s disappearance, the son of a Hasidic funeral director returns home with his pregnant wife in hopes of reconciling with his father. Little do they know that directly beneath them in the family morgue, an ancient evil with sinister plans for the unborn child lurks inside a mysterious corpse.",tt13103732,5.3,93.0,Horror
The 8th Night,2021,604360,6.107,"With prayer beads in one hand and an ax in the other, a monk hunts down a millennia-old spirit that's possessing humans and unleashing hell on Earth.",tt14781176,5.3,115.0,"Horror, Thriller"
Handling the Undead,2024,1020896,5.986,"On a hot summer day in Oslo, the dead mysteriously awaken, and three families are thrown into chaos when their deceased loved ones come back to them. Who are they, and what do they want?",tt2118648,5.3,97.0,"Drama, Horror, Mystery"
Amelia’s Children,2024,1082063,6.177,"When Edward’s search for his biological family leads him and his girlfriend Ryley to a magnificent villa high in the mountains of Northern Portugal, he is full of excitement at meeting his long-lost mother and twin brother. Finally, he will discover who he is and where he comes from. But nothing is as it seems, and Edward will soon learn that he is linked to them by a monstrous secret.",tt26594993,5.3,91.0,"Horror, Thriller"
Under Paris,2024,1001311,5.946,"In order to save Paris from an international bloodbath, a grieving scientist is forced to face her tragic past when a giant shark appears in the Seine.",tt13964390,5.2,104.0,"Action, Drama, Horror"
Spiral: From the Book of Saw,2021,602734,5.934,"Working in the shadow of an esteemed police veteran, brash Detective Ezekiel “Zeke” Banks and his rookie partner take charge of a grisly investigation into murders that are eerily reminiscent of the city’s gruesome past.  Unwittingly entrapped in a deepening mystery, Zeke finds himself at the center of the killer’s morbid game.",tt10342730,5.2,93.0,"Horror, Mystery, Thriller"
The Apology,2022,1035654,6.116,"Twenty years after the disappearance of her daughter, a recovering alcoholic is preparing to host her family's Christmas celebration when her estranged ex-brother-in-law arrives unannounced, bearing nostalgic gifts and a heavy secret.",tt22494914,5.2,92.0,"Crime, Drama"
Re/Member,2022,991814,6.808,Six high schoolers stuck in a murderous time loop must find the scattered remains of an unknown victim to break the curse and finally see another day.,tt21250176,5.2,102.0,"Drama, Horror, Mystery"
Night of the Hunted,2023,1160003,5.959,"When an unsuspecting woman stops at a remote gas station in the dead of night, she's made the plaything of a sociopath sniper with a secret vendetta. To survive, she must not only dodge his bullets and fight for her life, but also figure out who wants her dead and why.",tt23642744,5.2,95.0,"Crime, Drama, Horror"
Resident Evil: Welcome to Raccoon City,2021,460458,6.0,"Once the booming home of pharmaceutical giant Umbrella Corporation, Raccoon City is now a dying Midwestern town. The company’s exodus left the city a wasteland…with great evil brewing below the surface. When that evil is unleashed, the townspeople are forever…changed…and a small group of survivors must work together to uncover the truth behind Umbrella and make it through the night.",tt6920084,5.2,107.0,"Action, Horror, Sci-Fi"
The Evil Next Door,2020,752721,6.164,"A dad moves into a new house with his son and girlfriend. When he's out of town working, the son makes a new ""friend"" next doors.",tt11320192,5.2,87.0,"Horror, Mystery, Thriller"
Insensate,2021,779202,6.7,"A woman tries to help her twin sister, with whom she has a strong connection, recover from a trauma. But weird things surround their lives.",tt2094955,5.2,82.0,"Horror, Mystery, Thriller"
8,2020,605802,6.0,"An old man, fated to collect souls for eternity, seeks atonement after trading his daughter's soul.",tt7320482,5.2,100.0,Horror
Play Dead,2022,1020696,6.107,"Criminology student Chloe fakes her own death to break into a morgue, in order to retrieve a piece of evidence that ties her younger brother to a crime gone wrong. Once inside, she discovers that a sadistic coroner is using the corpses for his sick and twisted business, and when he realises that Chloe still has a pulse, a terrifying game of cat and mouse ensues.",tt20198774,5.2,106.0,"Horror, Thriller"
Veneciafrenia,2022,756681,6.046,"When a group of young Spanish tourists travel to Venice for a bachelorette party, they are met by angry locals who are not keen on foreigners and soon they find themselves fighting for their lives.",tt12412166,5.2,100.0,Horror
Suicide Forest Village,2021,791570,6.556,"One day a mysterious box arrived and a curse began to spread all over. The source of the box is 'Jukai Village'. The village is hidden in Jukai Forest, a suicide spot that once you enter it, you can never come out.",tt12740648,5.2,117.0,"Drama, Horror, Mystery"
The Whole Truth,2021,895001,6.545,"When two siblings stumble on a strange hole in the wall of their grandparents' house, horrifying incidents reveal sinister secrets about their family.",tt15850662,5.2,125.0,"Drama, Horror, Mystery"
Afraid,2024,1062215,5.965,Curtis Pike and his family are selected to test a new home device: a digital assistant called AIA. AIA observes the family's behaviors and begins to anticipate their needs. And she can – and will – make sure nothing – and no one – gets in her family's way.,tt24577462,5.2,84.0,"Horror, Mystery, Sci-Fi"
Ghost Lab,2021,710871,6.534,"After witnessing a haunting in their hospital, two doctors become dangerously obsessed with obtaining scientific proof that ghosts exist.",tt13446126,5.2,117.0,"Drama, Horror, Thriller"
It Lives Inside,2023,1024773,5.706,"Desperate to fit in at school, Sam rejects her East Indian culture and family to be like everyone else. However, when a mythological demonic spirit latches onto her former best friend, she must come to terms with her heritage to defeat it.",tt15683734,5.2,99.0,"Drama, Horror, Thriller"
V/H/S/99,2022,1005776,5.9,"A thirsty teenager's home video leads to a series of horrifying revelations, harkening back to the final punk rock analog days of VHS, while taking one giant leap forward into the hellish new millennium.",tt21651560,5.2,109.0,Horror
The Communion Girl,2023,1008005,5.991,"May, 1987. While returning from a nightclub and after having taken drugs, new girl in town Sara and her friend Rebe find a doll wearing a communion dress. From that moment, their lives will become a living hell.",tt18072540,5.2,98.0,Horror
A Sacrifice,2024,931628,5.615,"American social psychologist Ben Monroe investigates a local cult connected to a disturbing event. While he immerses himself into his work, his rebellious teenage daughter, Mazzy, gets involved with a mysterious local boy, who introduces her to the city’s underground party scene. As these two worlds head towards an intersection, Mazzy finds herself in great danger and Ben will need to race against the clock to save her.",tt16491560,5.1,94.0,"Drama, Horror, Mystery"
Halloween Party,2020,544075,6.0,A college student unwittingly releases terrifying entities from her school's past via a Halloween-themed computer meme.,tt6250650,5.1,92.0,Horror
Don't Look at the Demon,2022,1022128,6.883,A spiritual medium leads a paranormal investigative TV crew to a haunted home only to discover that the evil spirit she’s facing holds the key to her troubled past.,tt5249706,5.1,95.0,"Horror, Mystery, Thriller"
The House of Snails,2021,772148,6.0,A writer secludes himself in the mountains and falls in lust with local Berta. After realizing the oddities of the rural community the author starts to question the lines between reality and fiction.,tt12500804,5.1,104.0,"Horror, Thriller"
The Exorcist,2022,1023313,6.2,"Ophelia, a young nun recently arriving in the town of San Ramon, is forced to perform an exorcism on a pregnant woman in danger of dying. Just when she thinks her possession has ended, she discovers that the evil presence hasn't disappeared yet. The director of the award-winning Here Comes the Devil and Late Phases adds a new twist to possession movies in one of this year's Latin American horror surprises.",tt14927188,5.1,101.0,"Horror, Thriller"
The Hunted,2024,1026819,7.167,"After their boat capsizes in the Mediterranean Sea, a group of refugees are rescued by rich Europeans who offer them shelter on an idyllic island. But the miracle soon becomes a nightmare when the saviors turn into ruthless manhunters.",tt22493538,5.1,94.0,"Horror, Thriller"
Cranston Academy: Monster Zone,2020,627661,6.0,An intelligent 15-year-old high school student is unexpectedly transferred to a boarding school where he opens a portal of monsters from another dimension.,tt8524650,5.1,85.0,"Animation, Adventure, Family"
The Last Thing Mary Saw,2021,681986,6.2,"Winter, 1843. A young woman is under investigation following the mysterious death of her family's matriarch. Her recollection of the events sheds new light on the ageless forces behind the tragedy.",tt9741180,5.1,89.0,"Drama, Horror, Thriller"
The Well,2024,1091267,5.661,A young restorer travels to a small village to restore a medieval painting to its former glory. She will put her life in danger due to a curse attached to the painting.,tt26754354,5.1,91.0,Horror
Bed Rest,2023,917007,6.291,"After struggling to start a family, Julie Rivers becomes pregnant and moves into a new home with her husband. She's ordered to mandatory bed rest, and begins seeing ghostly happenings throughout the house.",tt4896168,5.1,90.0,"Drama, Horror, Mystery"
Slapface,2022,812320,6.026,A boy deals with the loss of his mother by creating a relationship with a dangerous monster.,tt10601552,5.1,85.0,"Horror, Thriller"
The Deliverance,2024,930600,6.049,"Ebony Jackson, a struggling single mother fighting her personal demons, moves her family into a new home for a fresh start. But when strange occurrences inside the home raise the suspicions of Child Protective Services and threaten to tear the family apart, Ebony soon finds herself locked in a battle for her life and the souls of her children.",tt4196566,5.1,112.0,"Horror, Thriller"
The Unholy,2021,632357,6.58,"Alice is a young hearing-impaired girl who, after a supposed visitation from the Virgin Mary, is inexplicably able to hear, speak and heal the sick. As word spreads and people from near and far flock to witness her miracles, a disgraced journalist hoping to revive his career visits the small New England town to investigate. When terrifying events begin to happen all around, he starts to question if these phenomena are the works of the Virgin Mary or something much more sinister.",tt9419056,5.1,99.0,"Drama, Horror, Mystery"
Meg 2: The Trench,2023,615656,6.442,An exploratory dive into the deepest depths of the ocean of a daring research team spirals into chaos when a malevolent mining operation threatens their mission and forces them into a high-stakes battle for survival.,tt9224104,5.0,116.0,"Action, Adventure, Horror"
Red Snow,2021,774454,6.1,A struggling vampire romance novelist must defend herself against real-life vampires during Christmas in Lake Tahoe.,tt12059016,5.0,80.0,"Comedy, Horror, Thriller"
Time Cut,2024,827931,5.653,"A teen in 2024 accidentally time-travels to 2003, days before a masked killer murders her sister. Can she change the past without destroying the future?",tt14857528,5.0,91.0,"Horror, Mystery, Sci-Fi"
Organ Trail,2023,950141,6.154,"A young Abigale Archer is left friendless and alone in a brutal Montana winter during the 1870s—fighting for survival and to retrieve her one earthly possession, her family’s horse, from a gang of bloodthirsty bandits.",tt18071972,5.0,112.0,"Drama, Horror, Thriller"
American Carnage,2022,982752,5.914,"After a governor issues an executive order to arrest the children of undocumented immigrants, the detained youth are offered an opportunity to have their charges dropped by volunteering to provide care to the elderly. Once inside the elder care facility, however, they discover more twisted secrets than they could have possibly imagined.",tt20672490,5.0,101.0,"Action, Comedy, Horror"
There's Something Wrong with the Children,2023,899579,5.704,"Margaret and Ben take a weekend trip with longtime friends Ellie and Thomas and their two young children. Eventually, Ben begins to suspect something supernatural is occurring when the kids behave strangely after disappearing into the woods overnight.",tt16127696,5.0,92.0,"Horror, Mystery"
Come Play With Me,2021,676845,6.9,"Sofia, an insecure young woman, begins babysitting two troublesome siblings that turn her job into a complete living hell. That is until a devilish presence starts messing with the trio and they must band together to fight the demon away.",tt10722406,5.0,80.0,"Fantasy, Horror, Thriller"
The Goldsmith,2022,999278,5.976,"Determined to rob a goldsmith, three young robbers break into his country house. The man and his wife turn out to be less defenseless than they seem.",tt15307448,5.0,89.0,"Horror, Thriller"
Halloween Ends,2022,616820,6.1,"Four years after the events of Halloween in 2018, Laurie has decided to liberate herself from fear and rage and embrace life. But when a young man is accused of killing a boy he was babysitting, it ignites a cascade of violence and terror that will force Laurie to finally confront the evil she can’t control, once and for all.",tt10665342,5.0,111.0,"Drama, Horror, Mystery"
Clock,2023,1085103,5.624,"On the eve of her 38th birthday, a woman desperately attempts to fix her broken biological clock.",tt17219484,5.0,91.0,"Drama, Horror, Thriller"
Guimoon: The Lightless Door,2021,844069,6.7,"In 1990, at a secluded community center, the custodian murders all the guest lodgers and kills himself. Ever since, on every Old Year's Night, paranormal events begin to take place within the building. Eventually, the center is shut down and left abandoned for years. A renowned paranormal investigator who had lost his mother during an exorcism and three college students who heard about the rumor of the unexplained phenomena heads over to the building, resolved to uncover the buried secret.",tt14922584,4.9,85.0,"Horror, Mystery, Thriller"
Witch Hunt,2021,670429,6.7,"In a modern America where witches are real and witchcraft is illegal, a sheltered teenager must face her own demons and prejudices as she helps two young witches avoid law enforcement and cross the southern border to asylum in Mexico.",tt10160974,4.9,98.0,"Drama, Fantasy, Horror"
#Blue_Whale,2024,714567,6.283,"Rebellious schoolgirl Dana grieves for her younger sister, a once-happy kid who suddenly stepped in front of a train. Desperate to learn what happened, she explores her sister's online history, discovering a sinister social-media game.",tt15483510,4.9,91.0,"Drama, Horror, Mystery"
The Price We Pay,2023,996727,5.837,"After a pawn shop robbery goes askew, two criminals take refuge at a remote farmhouse to try to let the heat die down, but find something much more menacing.",tt15441472,4.9,86.0,"Action, Horror, Thriller"
Followed,2020,521531,6.113,"Social media influencer, 'DropTheMike', seeks thrills and stardom in the most horrific places. When he’s offered the possibility of a lucrative sponsorship, he takes his online channel to one of the most haunted hotels in America. What begins as a fun challenge accompanied by friends descends into a personal hell, begging the timely question: how far would you go to pursue internet fame?",tt5563782,4.9,96.0,"Horror, Mystery, Thriller"
Superdeep,2020,579828,5.959,"In 1984, a Russian research team goes below the surface to find out what secret the world's deepest borehole is hiding. On their expedition, something unexpectedly gruesome awaits the researchers.",tt11815960,4.9,115.0,"Horror, Mystery, Sci-Fi"
You're Killing Me,2023,975022,5.7,"Eden goes to a coveted 'Heaven and Hell' party, hoping to get a letter of recommendation to an elite university from the wealthy parents of her classmate, but the party quickly turns into a fight for her life.",tt20222202,4.8,94.0,"Action, Horror, Mystery"
Tarot,2024,719221,6.468,"When a group of friends recklessly violate the sacred rule of Tarot readings, they unknowingly unleash an unspeakable evil trapped within the cursed cards. One by one, they come face to face with fate and end up in a race against death.",tt14088510,4.8,92.0,Horror
The Exorcist: Believer,2023,807172,5.868,"Since his wife's death, Victor has raised his daughter Angela alone. After she and her friend return from a three-day disappearance with missing memories, they begin displaying frightening behavior reminiscent of the MacNeil possession fifty years prior.",tt12921446,4.8,111.0,Horror
Cult Killer,2024,1059345,6.5,"A private investigator is forced into a dangerous alliance with a killer in order to uncover a quiet town’s grisly criminal underbelly and clear the name of her mentor, who is implicated in the crimes.",tt21151212,4.8,105.0,"Adventure, Crime, Drama"
Two Witches,2023,785759,6.056,"A matriarchal witch passes on her sinister inheritance to her grand-daughter, triggering the most horrific curses.",tt10963926,4.8,98.0,Horror
Fear the Night,2023,1143190,6.0,"During a bachelorette party in a secluded California farmhouse, masked intruders launch a brutal attack, forcing eight women to fight for survival. Led by Tess, a troubled military veteran, they unite to defend themselves throughout a harrowing night.",tt19848268,4.8,92.0,"Action, Horror, Thriller"
Anaconda,2024,1252428,7.186,"A struggling circus crew gets deceived by its former partner, as it embarks on a tour in Thailand. During the journey through a Southeast Asian rainforest, they encounter attacks by a giant python. They meet a mysterious man named Jeff who offers to help, but they soon realize he's a poacher. As they search for Jeff's boat, they face life-and-death struggles with the python and Jeff himself.",tt11668530,4.8,84.0,"Action, Adventure, Horror"
Oracle,2023,787761,6.5,"A young woman accepts a job on a property with a traumatic history. Upon her arrival, she soon realizes that the nightmares of her childhood are connected to the evil in the house.",tt13515258,4.8,85.0,Horror
The Reckoning,2021,587130,6.5,"In the aftermath of the Great Plague and amidst the subsequent witch-hunts against women, a young widow grapples with the tragic death of her husband in a society completely consumed by fear and death. Because she rejects the advances of her landlord, she is falsely accused of being a witch and thrown in jail for a crime she didn’t commit. She must endure physical persecution at the hands of England’s most ruthless witch-hunter and face her own inner demons as the devil himself starts to work his way into her mind.",tt9182964,4.8,110.0,"Adventure, Drama, Horror"
Baba Yaga: Terror of the Dark Forest,2020,575088,6.39,"The young family who moved to a new apartment on the outskirts of the city. The nanny hired by them for the newborn daughter quickly gained confidence. However, the older boy, Egor, talks about the frightening behavior of a woman, but his parents do not believe him. The surveillance cameras installed by the father for comfort only confirm everything is in order. Then one day, Egor, returning home, finds no trace of either the nanny or the little sister, and the parents are in a strange trance and do not even remember that they had a daughter. Then Egor, together with his friends, goes in search, during which it turns out that the nanny is an ancient Slavic demon, popularly known as Baba Yaga.",tt8006374,4.7,97.0,"Adventure, Fantasy, Horror"
The Kindred,2021,854188,6.438,"After her father’s suicide, a young mother investigates what led to his death. But when she is haunted by spirits and unearths an unsolved mystery from 30 years ago, she discovers a dark family history that could prove deadly for her child.",tt10306450,4.7,94.0,Thriller
The Crow,2024,957452,5.855,"Soulmates Eric and Shelly are brutally murdered when the demons of her dark past catch up with them. Given the chance to save his true love by sacrificing himself, Eric sets out to seek merciless revenge on their killers, traversing the worlds of the living and the dead to put the wrong things right.",tt1340094,4.7,111.0,"Action, Crime, Fantasy"
Tin & Tina,2023,943930,5.989,"After a traumatic miscarriage, Lola and her husband Adolfo adopt Tin and Tina, a lovely albino brother and sister with an ultra-catholic education that makes them interpret Holy Bible verbatim.",tt7354440,4.7,119.0,"Horror, Mystery, Thriller"
Carousel,2023,1058078,6.068,"Park manager Fiona is tasked with taking care of some former friends who won an exclusive private sneak preview of Halloween at Liseberg – a whole night, all alone in the empty park. But cotton candy, lovely rides and lots of laughter soon turn into something completely different, as they realize they are not alone in the park. And the night of dreams quickly turns into a true nightmare.",tt24017902,4.7,93.0,Horror
Older Gods,2023,1088080,6.4,"After the disappearance of his troubled friend, American Chris Rivers travels to the remote Welsh countryside to investigate what happened – leading him to a dark apocalyptic cult.",tt14817952,4.7,82.0,"Drama, Horror"
The Ghost Station,2023,844386,6.367,Reporter Na-yeong and her partner investigate a series of mysterious deaths and a perplexing case where her source was allegedly already dead at the time of their interview. Together they end up confronting a terrifying truth.,tt22505124,4.7,80.0,"Horror, Mystery, Thriller"
Bagman,2024,978796,6.253,"For centuries and across cultures, parents have warned their children of the legendary Bagman, who snatches innocent children and stuffs them into his vile, rotting bag—never to be seen again. Patrick McKee narrowly escaped such an encounter as a boy, which left him with lasting scars throughout his adulthood. Now, Patrick’s childhood tormentor has returned, threatening the safety of his wife Karina and son Jake.",tt21201300,4.7,93.0,Horror
The Last Breath,2024,1241674,6.211,A group of old college friends reunite on a Caribbean scuba diving trip exploring the wreckage of a WWII battleship and find themselves trapped inside the underwater labyrinth of rusted metal surrounded by great white sharks.,tt14827150,4.7,96.0,"Horror, Thriller"
Imaginary,2024,1125311,5.962,"When Jessica moves back into her childhood home with her family, her youngest stepdaughter Alice develops an eerie attachment to a stuffed bear named Chauncey she finds in the basement. Alice starts playing games with Chauncey that begin playful and become increasingly sinister. As Alice’s behavior becomes more and more concerning, Jessica intervenes only to realize Chauncey is much more than the stuffed toy bear she believed him to be.",tt26658104,4.7,104.0,"Horror, Mystery, Thriller"
The Inheritance,2024,821499,5.779,"Billionaire Charles Abernathy, on the eve of his 75th birthday, invites his four estranged children back home out of fear that tonight someone – or something – is coming to kill him. To ensure his family will help protect him from whatever’s coming, Abernathy puts each of their inheritances on the line – they’ll get nothing if he’s found dead by dawn.",tt9271850,4.7,85.0,"Horror, Thriller"
Winnie-the-Pooh: Blood and Honey 2,2024,1079485,5.993,"Five months following the murders, Christopher Robin struggles to maintain a regular life while dealing with PTSD. However, deep within the 100-Acre-Wood, a destructive rage grows as Pooh, Piglet, Owl, and Tigger find their home and their lives endangered after their existence is revealed.",tt23330554,4.7,93.0,"Horror, Thriller"
The Return,2020,628866,6.694,"After the death of his father, a brilliant college student returns to his family home where he learns that the horrors from his childhood aren't as dead and gone as he once thought.",tt8429394,4.6,90.0,"Horror, Mystery, Sci-Fi"
No Way Up,2024,1096197,6.335,Characters from different backgrounds are thrown together when the plane they're travelling on crashes into the Pacific Ocean. A nightmare fight for survival ensues with the air supply running out and dangers creeping in from all sides.,tt16253418,4.6,90.0,"Action, Adventure, Drama"
The Strangers: Chapter 1,2024,1010600,5.735,"After their car breaks down in an eerie small town, a young couple are forced to spend the night in a remote cabin. Panic ensues as they are terrorized by three masked strangers who strike with no mercy and seemingly no motives.",tt22050754,4.6,91.0,Horror
Blackwater Lane,2024,1215918,6.241,"Late one night, a woman drives by a stranded motorist who is later revealed to have been murdered. After a series of terrifying events the woman believes she is the killer's next victim.",tt22767628,4.6,108.0,"Crime, Drama, Horror"
The Craft: Legacy,2020,590995,6.133,An eclectic foursome of aspiring teenage witches get more than they bargained for as they lean into their newfound powers.,tt4685762,4.6,97.0,"Drama, Fantasy, Horror"
The Devil Conspiracy,2023,296271,6.502,"A powerful biotech company has breakthrough technology allowing them to clone history’s most influential people with just a few fragments of DNA. Behind this company is a cabal of Satanists that steals the shroud of Christ, putting them in possession of Jesus’ DNA. The clone will serve as the ultimate offering to the devil. The Archangel Michael comes to earth and will stop at nothing to end the devil’s conspiracy.",tt9663168,4.6,111.0,"Horror, Sci-Fi, Thriller"
The Possessed,2021,739901,6.173,"A man with the ability to exorcise demons fights to protect his loved ones after a sudden surge in demonic possessions. After discovering his nephew's girlfriend has the same supernatural gift, they join forces for the ultimate confrontation. Inspired by actual events.",tt14438348,4.6,97.0,Horror
Spirit Halloween: The Movie,2022,961427,5.9,A group of middle schoolers discover a Spirit Halloween store is haunted and must survive the night.,tt11426228,4.6,87.0,"Adventure, Family, Fantasy"
Dark Spell,2021,633802,6.651,Terror strikes when a heartbroken woman uses black magic to get her husband back.,tt12057168,4.6,92.0,"Drama, Fantasy, Horror"
Succubus,2024,1130276,9.548,A new father going through a marital separation joins a dating app and matches with a beautiful but mysterious young woman... whose powers of seduction and manipulation entangle him in a mystery more horrifying than he could have ever imagined.,tt13778486,4.6,103.0,"Drama, Horror, Thriller"
La Casa,2020,648990,6.3,"Responding to an urgent call for help, a police officer becomes trapped by the evil spirits of a cursed house.",tt9403860,4.6,75.0,Horror
Night of the Animated Dead,2021,858064,6.1,"An animated retelling of ‘Night of the Living Dead’, in which a group of people in a rural farmhouse struggle to survive the threat of bloodthirsty zombies.",tt14961110,4.6,71.0,"Animation, Horror"
Margaux,2022,846778,5.975,"As a group of seniors celebrate their final college days at a smart house, the house's highly advanced AI system, Margaux, begins to take on a deadly presence of her own. A carefree weekend of partying turns into a dystopian nightmare as they realize Margaux's plans to eliminate her tenants one way or another. Time begins to run out as the group desperately tries to survive and outsmart the smart home.",tt14967618,4.5,104.0,"Horror, Sci-Fi, Thriller"
Into the Abyss,2023,917281,6.2,"Trying to escape danger in a post-apocalyptic world, Bannon realizes that his very existence will be put to the test.",tt23035872,4.5,104.0,"Drama, Horror, Sci-Fi"
Dangerous Game: The Legacy Murders,2022,1027385,6.293,A family reunion at a remote mansion takes a lethal turn when they are trapped inside and forced to play a deadly survival game where only one will make it out alive.,tt16375952,4.5,96.0,"Horror, Mystery, Thriller"
The Ancestral,2022,947890,6.351,"After suffering a family tragedy, a widower named Thanh moves his two daughters to a centuries-old ancestral home. Both daughters fall prey to sleep paralysis and night terrors. Their father seeks the help of a local psychologist, but chilling secrets and visions eventually prove that all is not what it seems in the old family house.",tt14134154,4.5,101.0,Horror
Night of the Killer Bears,2022,1005804,5.985,"After not seeing each other for a long time, 5 teenage friends living in the city of Bangkok go on a vacation together, staying at a quiet resort isolated from the city. Things take a dark turn, when it’s revealed each of them have hidden secrets and unbeknownst to the group, there is someone observing them.",tt21924062,4.5,95.0,"Comedy, Horror"
Presencias,2022,772450,6.756,"A man who loses his wife and goes to seclude himself in a cabin in the woods, where strange things happen.",tt14212142,4.5,120.0,Drama
The Ex,2021,599025,6.641,"The story of how social networks and instant messengers are changing the life of a modern person. It has been several years since a 16-year-old teenager posted a photo of his girlfriend in the general chat, hoping to boast to friends. Now he has a happy adult life: work, friends, fiance Katya, who is about to become his wife. But the Internet makes you remember teenage love, after which a chain of inexplicable mystical events occurs with the future wife of a young man. The girl receives mysterious messages from her fiance's past. Because of them, her life turns into a nightmare.",tt14253440,4.4,87.0,"Drama, Horror, Mystery"
They Reach,2020,711705,7.0,"In 1979, a young girl stumbles upon a possessed tape player. She unknowingly unleashes a demonic entity that haunts her family while slowly dragging the small town of Clarkston to Hell.",tt6483422,4.4,87.0,"Adventure, Horror"
Be Careful What You Wish For,2020,681429,6.7,"Pamela is an eight-year-old girl who loves horror movies and fairy tales. When his uncle gives her away a doll named ""Hellequin"" as a birthday gift, a tale of betrayal begins to unfold before her eyes.",tt12943128,4.4,91.0,"Fantasy, Horror, Thriller"
The Jack in the Box: Awakening,2022,801071,6.281,"When a vintage Jack-in-the-box is opened by a dying woman, she enters into a deal with the demon within that would see her illness cured in return for helping it claim six innocent victims.",tt12764628,4.4,93.0,Horror
Werewolves,2024,970450,6.153,"A year after a supermoon’s light activated a dormant gene, transforming humans into bloodthirsty werewolves and causing nearly a billion deaths, the nightmare resurfaces as the supermoon rises again. Two scientists attempt to stop the mutation but fail and must now struggle to reach one of their family homes.",tt15041836,4.4,93.0,"Action, Horror, Sci-Fi"
The Boogeyman: The Origin of the Myth,2023,1145851,6.259,"Explores the Spanish origins of the character's story, where he is a tuberculosis patient from Almeria who will do anything to get well, even consuming the blood of the kids he kidnaps in a sack.",tt22050310,4.4,91.0,"Adventure, Fantasy, Horror"
The Inhabitant,2022,772973,6.097,"Like any other teenage girl, Tara is just surviving high school — yet her father and mother seem strangely distant. Amidst a nearby spree of gruesome ax murders, Tara has sightings of terrifying entities, forcing her to question her own sanity and shocking ancestry.",tt13635702,4.4,97.0,"Horror, Thriller"
The Accursed,2021,860867,6.5,"Hana spends twenty years suppressing a maleficent curse that was placed upon her bloodline, only to have a family member knowingly release it forcing her to kill or to be killed.",tt5737388,4.3,84.0,"Drama, Horror, Mystery"
The Park,2023,1084225,5.833,"A dystopian coming-of-age movie focused on three kids who find themselves in an abandoned amusement park, aiming to unite whoever remains. With dangers lurking around every corner, they will do whatever it takes to survive their hellish Neverland.",tt21281688,4.3,76.0,"Action, Drama, Horror"
The Beast Within,2024,1300962,5.854,"Ten-year-old Willow follows her parents on one of their secret late-night treks to the heart of an ancient forest. After witnessing her father undergo a terrible transformation, she too becomes ensnared by the dark ancestral secret that they've so desperately tried to conceal.",tt14539318,4.3,97.0,Horror
Quicksand,2023,954388,6.422,A married couple on the brink of divorce becomes trapped in quicksand while hiking through a Colombian rainforest. It’s a struggle for survival as they battle the elements of the jungle and must work together in order to escape.,tt19056070,4.3,86.0,"Drama, Horror, Thriller"
